pagina,indice,texto,href,tipo,estado,destino,observacion,decision_revisor,evidencia_revisor
/lecturas/,29,Revolución Mexicana,/unidades/revolucion-mexicana/,ruta_interna,resuelto_localmente,/unidades/revolucion-mexicana/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,30,Consultar lectura y ficha →,/lecturas/documentos-fundamentales-revolucion-mexicana/,ruta_interna,resuelto_localmente,/lecturas/documentos-fundamentales-revolucion-mexicana/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,31,Historia militar de la Revolución en la época maderista. Tomo I,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-1/,ruta_interna,resuelto_localmente,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-1/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,32,Revolución Mexicana,/unidades/revolucion-mexicana/,ruta_interna,resuelto_localmente,/unidades/revolucion-mexicana/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,33,Consultar lectura y ficha →,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-1/,ruta_interna,resuelto_localmente,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-1/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,34,Historia militar de la Revolución en la época maderista. Tomo II,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-2/,ruta_interna,resuelto_localmente,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-2/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,35,Revolución Mexicana,/unidades/revolucion-mexicana/,ruta_interna,resuelto_localmente,/unidades/revolucion-mexicana/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,36,Consultar lectura y ficha →,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-2/,ruta_interna,resuelto_localmente,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-2/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,37,Historia militar de la Revolución en la época maderista. Tomo III,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-3/,ruta_interna,resuelto_localmente,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-3/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,38,Revolución Mexicana,/unidades/revolucion-mexicana/,ruta_interna,resuelto_localmente,/unidades/revolucion-mexicana/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,39,Consultar lectura y ficha →,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-3/,ruta_interna,resuelto_localmente,/lecturas/historia-militar-revolucion-epoca-maderista-tomo-3/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,40,La Revolución Mexicana. Un laboratorio visual entre fotógrafos y cámaras,/lecturas/revolucion-mexicana-laboratorio-visual-fotografos-camaras/,ruta_interna,resuelto_localmente,/lecturas/revolucion-mexicana-laboratorio-visual-fotografos-camaras/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,41,Revolución Mexicana,/unidades/revolucion-mexicana/,ruta_interna,resuelto_localmente,/unidades/revolucion-mexicana/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,42,Consultar lectura y ficha →,/lecturas/revolucion-mexicana-laboratorio-visual-fotografos-camaras/,ruta_interna,resuelto_localmente,/lecturas/revolucion-mexicana-laboratorio-visual-fotografos-camaras/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,43,La prensa como instrumento científico en tiempos de la Revolución,/lecturas/prensa-instrumento-cientifico-revolucion/,ruta_interna,resuelto_localmente,/lecturas/prensa-instrumento-cientifico-revolucion/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,44,Revolución Mexicana,/unidades/revolucion-mexicana/,ruta_interna,resuelto_localmente,/unidades/revolucion-mexicana/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,45,Consultar lectura y ficha →,/lecturas/prensa-instrumento-cientifico-revolucion/,ruta_interna,resuelto_localmente,/lecturas/prensa-instrumento-cientifico-revolucion/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,46,"Relaciones México-Estados Unidos, 1911-1918",/lecturas/relaciones-mexico-estados-unidos-1911-1918/,ruta_interna,resuelto_localmente,/lecturas/relaciones-mexico-estados-unidos-1911-1918/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,47,Revolución Mexicana,/unidades/revolucion-mexicana/,ruta_interna,resuelto_localmente,/unidades/revolucion-mexicana/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,48,Consultar lectura y ficha →,/lecturas/relaciones-mexico-estados-unidos-1911-1918/,ruta_interna,resuelto_localmente,/lecturas/relaciones-mexico-estados-unidos-1911-1918/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,49,Las elecciones y el sistema político,/lecturas/elecciones-sistema-politico/,ruta_interna,resuelto_localmente,/lecturas/elecciones-sistema-politico/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,50,Consolidación del sistema político autoritario,/unidades/consolidacion-sistema-politico-autoritario/,ruta_interna,resuelto_localmente,/unidades/consolidacion-sistema-politico-autoritario/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,51,Consultar lectura y ficha →,/lecturas/elecciones-sistema-politico/,ruta_interna,resuelto_localmente,/lecturas/elecciones-sistema-politico/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,52,El sistema político mexicano: la etapa clásica,/lecturas/sistema-politico-etapa-clasica/,ruta_interna,resuelto_localmente,/lecturas/sistema-politico-etapa-clasica/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,53,Consolidación del sistema político autoritario,/unidades/consolidacion-sistema-politico-autoritario/,ruta_interna,resuelto_localmente,/unidades/consolidacion-sistema-politico-autoritario/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,54,Consultar lectura y ficha →,/lecturas/sistema-politico-etapa-clasica/,ruta_interna,resuelto_localmente,/lecturas/sistema-politico-etapa-clasica/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,55,Sistema político mexicano: desarrollo y reacomodo del poder,/lecturas/sistema-politico-desarrollo-reacomodo-poder/,ruta_interna,resuelto_localmente,/lecturas/sistema-politico-desarrollo-reacomodo-poder/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,56,Neoliberalismo y alternancia,/unidades/neoliberalismo-y-alternancia/,ruta_interna,resuelto_localmente,/unidades/neoliberalismo-y-alternancia/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,57,Consultar lectura y ficha →,/lecturas/sistema-politico-desarrollo-reacomodo-poder/,ruta_interna,resuelto_localmente,/lecturas/sistema-politico-desarrollo-reacomodo-poder/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,58,"Sobre Soledad Loaeza, A la sombra de la superpotencia: tres presidentes mexicanos en la Guerra Fría, 1945-1958",/lecturas/resena-loaeza-sombra-superpotencia/,ruta_interna,resuelto_localmente,/lecturas/resena-loaeza-sombra-superpotencia/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,59,Consolidación del sistema político autoritario,/unidades/consolidacion-sistema-politico-autoritario/,ruta_interna,resuelto_localmente,/unidades/consolidacion-sistema-politico-autoritario/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,60,Consultar lectura y ficha →,/lecturas/resena-loaeza-sombra-superpotencia/,ruta_interna,resuelto_localmente,/lecturas/resena-loaeza-sombra-superpotencia/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,61,"Porfirio Díaz (1830-1915): La Constitución, la dictadura y la reelección",/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/,ruta_interna,resuelto_localmente,/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,62,Régimen Porfirista,/unidades/regimen-porfirista/,ruta_interna,resuelto_localmente,/unidades/regimen-porfirista/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,63,Consultar lectura y ficha →,/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/,ruta_interna,resuelto_localmente,/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,64,"Felipe Ángeles: El general revolucionario y el generoso académico. Entre la milicia, la física y las matemáticas",/lecturas/felipe-angeles-general-revolucionario-generoso-academico/,ruta_interna,resuelto_localmente,/lecturas/felipe-angeles-general-revolucionario-generoso-academico/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,65,Revolución Mexicana,/unidades/revolucion-mexicana/,ruta_interna,resuelto_localmente,/unidades/revolucion-mexicana/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,66,Consultar lectura y ficha →,/lecturas/felipe-angeles-general-revolucionario-generoso-academico/,ruta_interna,resuelto_localmente,/lecturas/felipe-angeles-general-revolucionario-generoso-academico/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,67,Metodología y límites,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/,68,Navegación docente,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/lecturas/: destino local presente en dist/.
/lecturas/maderismo/,1,Saltar al contenido principal,#contenido-principal,ancla_en_pagina,resuelto_localmente,#contenido-principal,,aprobado,/lecturas/maderismo/: destino local presente en dist/.
/lecturas/maderismo/,2,HII Historia Contemporánea de México II Preparatoria Agrícola · UACh,/,ruta_interna,resuelto_localmente,/,,aprobado,/lecturas/maderismo/: destino local presente en dist/.
/lecturas/maderismo/,3,Lecturas,/lecturas/,ruta_interna,resuelto_localmente,/lecturas/,,aprobado,/lecturas/maderismo/: destino local presente en dist/.
/lecturas/maderismo/,4,Unidades,/unidades/regimen-porfirista/,ruta_interna,resuelto_localmente,/unidades/regimen-porfirista/,,aprobado,/lecturas/maderismo/: destino local presente en dist/.
/lecturas/maderismo/,5,Orientaciones,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/lecturas/maderismo/: destino local presente en dist/.
/lecturas/maderismo/,6,Acerca,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/lecturas/maderismo/: destino local presente en dist/.
/lecturas/maderismo/,7,Inicio,/,ruta_interna,resuelto_localmente,/,,aprobado,/lecturas/maderismo/: destino local presente en dist/.
/lecturas/maderismo/,8,Lecturas,/lecturas/,ruta_interna,resuelto_localmente,/lecturas/,,aprobado,/lecturas/maderismo/: destino local presente en dist/.
/lecturas/maderismo/,9,Abrir fuente institucional de La Revolución y los revolucionarios. Tomo II: Maderismo,https://inehrm.gob.mx/work/models/inehrm/Resource/455/1/images/LaRevolucionRevolucionarioTII.pdf,externo_institucional_o_fuente,verificado_disponible,https://inehrm.gob.mx/work/models/inehrm/Resource/455/1/images/LaRevolucionRevolucionarioTII.pdf,PDF oficial localizado en el dominio vigente del INEHRM; conserva la ruta del recurso alojada antes en el dominio legado. Verificado el 2026-09-01.,aprobado,PDF oficial localizado en el dominio vigente del INEHRM; conserva la ruta del recurso alojada antes en el dominio legado. Verificado el 2026-09-01.
/lecturas/maderismo/,10,PDF institucional del INEHRM,https://inehrm.gob.mx/work/models/inehrm/Resource/455/1/images/LaRevolucionRevolucionarioTII.pdf,externo_institucional_o_fuente,verificado_disponible,https://inehrm.gob.mx/work/models/inehrm/Resource/455/1/images/LaRevolucionRevolucionarioTII.pdf,PDF oficial localizado en el dominio vigente del INEHRM; conserva la ruta del recurso alojada antes en el dominio legado. Verificado el 2026-09-01.,aprobado,PDF oficial localizado en el dominio vigente del INEHRM; conserva la ruta del recurso alojada antes en el dominio legado. Verificado el 2026-09-01.
/lecturas/maderismo/,11,Revolución Mexicana,/unidades/revolucion-mexicana/,ruta_interna,resuelto_localmente,/unidades/revolucion-mexicana/,,aprobado,/lecturas/maderismo/: destino local presente en dist/.
/lecturas/maderismo/,12,Del antirreeleccionismo al levantamiento,/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/,ruta_interna,resuelto_localmente,/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/,,aprobado,/lecturas/maderismo/: destino local presente en dist/.
/lecturas/maderismo/,13,"Maderismo, Decena Trágica y ruptura de 1913",/orientaciones/maderismo-decena-tragica-ruptura-1913/,ruta_interna,resuelto_localmente,/orientaciones/maderismo-decena-tragica-ruptura-1913/,,aprobado,/lecturas/maderismo/: destino local presente en dist/.
/lecturas/maderismo/,14,Metodología y límites,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/lecturas/maderismo/: destino local presente en dist/.
/lecturas/maderismo/,15,Navegación docente,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/lecturas/maderismo/: destino local presente en dist/.
/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/,1,Saltar al contenido principal,#contenido-principal,ancla_en_pagina,resuelto_localmente,#contenido-principal,,aprobado,/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/: destino local presente en dist/.
/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/,2,HII Historia Contemporánea de México II Preparatoria Agrícola · UACh,/,ruta_interna,resuelto_localmente,/,,aprobado,/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/: destino local presente en dist/.
/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/,3,Lecturas,/lecturas/,ruta_interna,resuelto_localmente,/lecturas/,,aprobado,/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/: destino local presente en dist/.
/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/,4,Unidades,/unidades/regimen-porfirista/,ruta_interna,resuelto_localmente,/unidades/regimen-porfirista/,,aprobado,/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/: destino local presente en dist/.
/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/,5,Orientaciones,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/: destino local presente en dist/.
/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/,6,Acerca,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/: destino local presente en dist/.
/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/,7,Inicio,/,ruta_interna,resuelto_localmente,/,,aprobado,/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/: destino local presente en dist/.
/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/,8,Lecturas,/lecturas/,ruta_interna,resuelto_localmente,/lecturas/,,aprobado,/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/: destino local presente en dist/.
/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/,9,"Abrir fuente institucional de Porfirio Díaz (1830-1915): La Constitución, la dictadura y la reelección",https://archivos.juridicas.unam.mx/www/bjv/libros/9/4121/9.pdf,externo_institucional_o_fuente,verificado_disponible,https://archivos.juridicas.unam.mx/www/bjv/libros/9/4121/9.pdf,PDF institucional disponible.,aprobado,PDF institucional disponible.
/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/,10,Capítulo en la Biblioteca Jurídica Virtual del IIJ-UNAM,https://archivos.juridicas.unam.mx/www/bjv/libros/9/4121/9.pdf,externo_institucional_o_fuente,verificado_disponible,https://archivos.juridicas.unam.mx/www/bjv/libros/9/4121/9.pdf,PDF institucional disponible.,aprobado,PDF institucional disponible.
/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/,11,Régimen Porfirista,/unidades/regimen-porfirista/,ruta_interna,resuelto_localmente,/unidades/regimen-porfirista/,,aprobado,/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/: destino local presente en dist/.
/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/,12,Revolución Mexicana,/unidades/revolucion-mexicana/,ruta_interna,resuelto_localmente,/unidades/revolucion-mexicana/,,aprobado,/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/: destino local presente en dist/.
/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/,13,"Modernización, territorio y contradicciones en el Régimen Porfirista",/orientaciones/modernizacion-territorio-contradicciones-regimen-porfirista/,ruta_interna,resuelto_localmente,/orientaciones/modernizacion-territorio-contradicciones-regimen-porfirista/,,aprobado,/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/: destino local presente en dist/.
/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/,14,"Estado, reelección y legitimidad en el Régimen Porfirista",/orientaciones/estado-reeleccion-legitimidad-regimen-porfirista/,ruta_interna,resuelto_localmente,/orientaciones/estado-reeleccion-legitimidad-regimen-porfirista/,,aprobado,/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/: destino local presente en dist/.
/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/,15,Metodología y límites,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/: destino local presente en dist/.
/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/,16,Navegación docente,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/: destino local presente en dist/.
/lecturas/prensa-instrumento-cientifico-revolucion/,1,Saltar al contenido principal,#contenido-principal,ancla_en_pagina,resuelto_localmente,#contenido-principal,,aprobado,/lecturas/prensa-instrumento-cientifico-revolucion/: destino local presente en dist/.
/lecturas/prensa-instrumento-cientifico-revolucion/,2,HII Historia Contemporánea de México II Preparatoria Agrícola · UACh,/,ruta_interna,resuelto_localmente,/,,aprobado,/lecturas/prensa-instrumento-cientifico-revolucion/: destino local presente en dist/.
/lecturas/prensa-instrumento-cientifico-revolucion/,3,Lecturas,/lecturas/,ruta_interna,resuelto_localmente,/lecturas/,,aprobado,/lecturas/prensa-instrumento-cientifico-revolucion/: destino local presente en dist/.
/lecturas/prensa-instrumento-cientifico-revolucion/,4,Unidades,/unidades/regimen-porfirista/,ruta_interna,resuelto_localmente,/unidades/regimen-porfirista/,,aprobado,/lecturas/prensa-instrumento-cientifico-revolucion/: destino local presente en dist/.
/lecturas/prensa-instrumento-cientifico-revolucion/,5,Orientaciones,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/lecturas/prensa-instrumento-cientifico-revolucion/: destino local presente en dist/.
/lecturas/prensa-instrumento-cientifico-revolucion/,6,Acerca,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/lecturas/prensa-instrumento-cientifico-revolucion/: destino local presente en dist/.
/lecturas/prensa-instrumento-cientifico-revolucion/,7,Inicio,/,ruta_interna,resuelto_localmente,/,,aprobado,/lecturas/prensa-instrumento-cientifico-revolucion/: destino local presente en dist/.
/lecturas/prensa-instrumento-cientifico-revolucion/,8,Lecturas,/lecturas/,ruta_interna,resuelto_localmente,/lecturas/,,aprobado,/lecturas/prensa-instrumento-cientifico-revolucion/: destino local presente en dist/.
/lecturas/prensa-instrumento-cientifico-revolucion/,9,Abrir fuente institucional de La prensa como instrumento científico en tiempos de la Revolución,https://inehrm.gob.mx/es/inehrm/La_prensa_comoinstrumento_tiempos_de_revolucion,externo_institucional_o_fuente,verificado_disponible,https://inehrm.gob.mx/es/inehrm/La_prensa_comoinstrumento_tiempos_de_revolucion,Página institucional identificada.,aprobado,Página institucional identificada.
/lecturas/prensa-instrumento-cientifico-revolucion/,10,Expediente institucional del INEHRM,https://inehrm.gob.mx/es/inehrm/La_prensa_comoinstrumento_tiempos_de_revolucion,externo_institucional_o_fuente,verificado_disponible,https://inehrm.gob.mx/es/inehrm/La_prensa_comoinstrumento_tiempos_de_revolucion,Página institucional identificada.,aprobado,Página institucional identificada.
/lecturas/prensa-instrumento-cientifico-revolucion/,11,Revolución Mexicana,/unidades/revolucion-mexicana/,ruta_interna,resuelto_localmente,/unidades/revolucion-mexicana/,,aprobado,/lecturas/prensa-instrumento-cientifico-revolucion/: destino local presente en dist/.
/lecturas/prensa-instrumento-cientifico-revolucion/,12,Régimen Porfirista,/unidades/regimen-porfirista/,ruta_interna,resuelto_localmente,/unidades/regimen-porfirista/,,aprobado,/lecturas/prensa-instrumento-cientifico-revolucion/: destino local presente en dist/.
/lecturas/prensa-instrumento-cientifico-revolucion/,13,Estado surgido de la Revolución,/unidades/estado-surgido-de-la-revolucion/,ruta_interna,resuelto_localmente,/unidades/estado-surgido-de-la-revolucion/,,aprobado,/lecturas/prensa-instrumento-cientifico-revolucion/: destino local presente en dist/.
/lecturas/prensa-instrumento-cientifico-revolucion/,14,Trama transversal de la Unidad 3 — Estado surgido de la Revolución,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,ruta_interna,resuelto_localmente,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,,aprobado,/lecturas/prensa-instrumento-cientifico-revolucion/: destino local presente en dist/.
/lecturas/prensa-instrumento-cientifico-revolucion/,15,Metodología y límites,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/lecturas/prensa-instrumento-cientifico-revolucion/: destino local presente en dist/.
/lecturas/prensa-instrumento-cientifico-revolucion/,16,Navegación docente,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/lecturas/prensa-instrumento-cientifico-revolucion/: destino local presente en dist/.
/lecturas/relaciones-mexico-estados-unidos-1911-1918/,1,Saltar al contenido principal,#contenido-principal,ancla_en_pagina,resuelto_localmente,#contenido-principal,,aprobado,/lecturas/relaciones-mexico-estados-unidos-1911-1918/: destino local presente en dist/.
/lecturas/relaciones-mexico-estados-unidos-1911-1918/,2,HII Historia Contemporánea de México II Preparatoria Agrícola · UACh,/,ruta_interna,resuelto_localmente,/,,aprobado,/lecturas/relaciones-mexico-estados-unidos-1911-1918/: destino local presente en dist/.
/lecturas/relaciones-mexico-estados-unidos-1911-1918/,3,Lecturas,/lecturas/,ruta_interna,resuelto_localmente,/lecturas/,,aprobado,/lecturas/relaciones-mexico-estados-unidos-1911-1918/: destino local presente en dist/.
/lecturas/relaciones-mexico-estados-unidos-1911-1918/,4,Unidades,/unidades/regimen-porfirista/,ruta_interna,resuelto_localmente,/unidades/regimen-porfirista/,,aprobado,/lecturas/relaciones-mexico-estados-unidos-1911-1918/: destino local presente en dist/.
/lecturas/relaciones-mexico-estados-unidos-1911-1918/,5,Orientaciones,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/lecturas/relaciones-mexico-estados-unidos-1911-1918/: destino local presente en dist/.
/lecturas/relaciones-mexico-estados-unidos-1911-1918/,6,Acerca,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/lecturas/relaciones-mexico-estados-unidos-1911-1918/: destino local presente en dist/.
/lecturas/relaciones-mexico-estados-unidos-1911-1918/,7,Inicio,/,ruta_interna,resuelto_localmente,/,,aprobado,/lecturas/relaciones-mexico-estados-unidos-1911-1918/: destino local presente en dist/.
/lecturas/relaciones-mexico-estados-unidos-1911-1918/,8,Lecturas,/lecturas/,ruta_interna,resuelto_localmente,/lecturas/,,aprobado,/lecturas/relaciones-mexico-estados-unidos-1911-1918/: destino local presente en dist/.
/lecturas/relaciones-mexico-estados-unidos-1911-1918/,9,"Abrir fuente institucional de Relaciones México-Estados Unidos, 1911-1918",https://inehrm.gob.mx/es/inehrm/Relaciones_Mexico-Estados_Unidos_1911-1918,externo_institucional_o_fuente,verificado_disponible,https://inehrm.gob.mx/es/inehrm/Relaciones_Mexico-Estados_Unidos_1911-1918,Página institucional identificada.,aprobado,Página institucional identificada.
/lecturas/relaciones-mexico-estados-unidos-1911-1918/,10,Artículo institucional del INEHRM,https://inehrm.gob.mx/es/inehrm/Relaciones_Mexico-Estados_Unidos_1911-1918,externo_institucional_o_fuente,verificado_disponible,https://inehrm.gob.mx/es/inehrm/Relaciones_Mexico-Estados_Unidos_1911-1918,Página institucional identificada.,aprobado,Página institucional identificada.
/lecturas/relaciones-mexico-estados-unidos-1911-1918/,11,Revolución Mexicana,/unidades/revolucion-mexicana/,ruta_interna,resuelto_localmente,/unidades/revolucion-mexicana/,,aprobado,/lecturas/relaciones-mexico-estados-unidos-1911-1918/: destino local presente en dist/.
/lecturas/relaciones-mexico-estados-unidos-1911-1918/,12,Estado surgido de la Revolución,/unidades/estado-surgido-de-la-revolucion/,ruta_interna,resuelto_localmente,/unidades/estado-surgido-de-la-revolucion/,,aprobado,/lecturas/relaciones-mexico-estados-unidos-1911-1918/: destino local presente en dist/.
/lecturas/relaciones-mexico-estados-unidos-1911-1918/,13,Trama transversal de la Unidad 3 — Estado surgido de la Revolución,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,ruta_interna,resuelto_localmente,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,,aprobado,/lecturas/relaciones-mexico-estados-unidos-1911-1918/: destino local presente en dist/.
/lecturas/relaciones-mexico-estados-unidos-1911-1918/,14,Metodología y límites,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/lecturas/relaciones-mexico-estados-unidos-1911-1918/: destino local presente en dist/.
/lecturas/relaciones-mexico-estados-unidos-1911-1918/,15,Navegación docente,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/lecturas/relaciones-mexico-estados-unidos-1911-1918/: destino local presente en dist/.
/lecturas/resena-loaeza-sombra-superpotencia/,1,Saltar al contenido principal,#contenido-principal,ancla_en_pagina,resuelto_localmente,#contenido-principal,,aprobado,/lecturas/resena-loaeza-sombra-superpotencia/: destino local presente en dist/.
/lecturas/resena-loaeza-sombra-superpotencia/,2,HII Historia Contemporánea de México II Preparatoria Agrícola · UACh,/,ruta_interna,resuelto_localmente,/,,aprobado,/lecturas/resena-loaeza-sombra-superpotencia/: destino local presente en dist/.
/lecturas/resena-loaeza-sombra-superpotencia/,3,Lecturas,/lecturas/,ruta_interna,resuelto_localmente,/lecturas/,,aprobado,/lecturas/resena-loaeza-sombra-superpotencia/: destino local presente en dist/.
/lecturas/resena-loaeza-sombra-superpotencia/,4,Unidades,/unidades/regimen-porfirista/,ruta_interna,resuelto_localmente,/unidades/regimen-porfirista/,,aprobado,/lecturas/resena-loaeza-sombra-superpotencia/: destino local presente en dist/.
/lecturas/resena-loaeza-sombra-superpotencia/,5,Orientaciones,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/lecturas/resena-loaeza-sombra-superpotencia/: destino local presente en dist/.
/lecturas/resena-loaeza-sombra-superpotencia/,6,Acerca,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/lecturas/resena-loaeza-sombra-superpotencia/: destino local presente en dist/.
/lecturas/resena-loaeza-sombra-superpotencia/,7,Inicio,/,ruta_interna,resuelto_localmente,/,,aprobado,/lecturas/resena-loaeza-sombra-superpotencia/: destino local presente en dist/.
/lecturas/resena-loaeza-sombra-superpotencia/,8,Lecturas,/lecturas/,ruta_interna,resuelto_localmente,/lecturas/,,aprobado,/lecturas/resena-loaeza-sombra-superpotencia/: destino local presente en dist/.
/lecturas/resena-loaeza-sombra-superpotencia/,9,"Abrir fuente institucional de Sobre Soledad Loaeza, A la sombra de la superpotencia: tres presidentes mexicanos en la Guerra Fría, 1945-1958",https://www.scielo.org.mx/scielo.php?pid=S2448-65312024000300448&script=sci_arttext,externo_institucional_o_fuente,verificado_disponible,https://www.scielo.org.mx/scielo.php?pid=S2448-65312024000300448&script=sci_arttext,Página de SciELO México identificada.,aprobado,Página de SciELO México identificada.
